AAcomp_A,AAcomp_R,AAcomp_N,AAcomp_D,AAcomp_C,AAcomp_Q,AAcomp_E,AAcomp_G,AAcomp_H,AAcomp_I,AAcomp_L,AAcomp_K,AAcomp_M,AAcomp_F,AAcomp_P,AAcomp_S,AAcomp_T,AAcomp_W,AAcomp_Y,AAcomp_V,AAindex_ARGP820101_avg,AAindex_BULH740101_avg,AAindex_CHAM820102_avg,AAindex_CIDH920105_avg,AAindex_EISD840101_avg,AAindex_EISD860101_avg,AAindex_EISD860102_avg,AAindex_EISD860103_avg,AAindex_FAUJ830101_avg,AAindex_GOLD730101_avg,AAindex_GUYH850101_avg,AAindex_HOPT810101_avg,AAindex_JANJ790102_avg,AAindex_JOND750101_avg,AAindex_KYTJ820101_avg,AAindex_LAWE840101_avg,AAindex_LEVM760101_avg,AAindex_MANP780101_avg,AAindex_MIYS850101_avg,AAindex_NOZY710101_avg,AAindex_OOBM770101_avg,AAindex_OOBM770102_avg,AAindex_OOBM770103_avg,AAindex_OOBM770104_avg,AAindex_OOBM770105_avg,AAindex_OOBM850103_avg,AAindex_OOBM850104_avg,AAindex_PONP800101_avg,AAindex_PONP800102_avg,AAindex_PONP800103_avg,AAindex_PRAM900101_avg,AAindex_RADA880101_avg,AAindex_RADA880102_avg,AAindex_RADA880103_avg,AAindex_RADA880104_avg,AAindex_RADA880105_avg,AAindex_ROBB790101_avg,AAindex_ROSM880101_avg,AAindex_ROSM880102_avg,AAindex_SIMZ760101_avg,AAindex_SWER830101_avg,AAindex_VHEG790101_avg,AAindex_WERD780102_avg,AAindex_WERD780103_avg,AAindex_WERD780104_avg,AAindex_YUTK870101_avg,AAindex_YUTK870102_avg,AAindex_YUTK870103_avg,AAindex_YUTK870104_avg,AAindex_ZIMJ680101_avg,AAindex_PONP930101_avg,AAindex_WILM950101_avg,AAindex_WILM950102_avg,AAindex_WILM950103_avg,AAindex_WILM950104_avg,AAindex_KUHL950101_avg,AAindex_JURD980101_avg,AAindex_WOLR790101_avg,AAindex_KIDA850101_avg,AAindex_COWR900101_avg,AAindex_BLAS910101_avg,AAindex_CASG920101_avg,AAindex_ENGD860101_avg,AAindex_FASG890101_avg,class
0.266,0.5182,0.2085,0.292,0.18,0.3695,0.2526,0.3173,0.2926,0.3171,0.3794,0.3135,0.2724,0.09,0.1829,0.3497,0.3108,0.2777,0.407,0.2772,0.4724,0.5633,0.48,0.4837,0.3403,0.4054,0.6023,0.3595,0.4085,0.4657,0.6067,0.4858,0.4248,0.4727,0.366,0.545,0.5202,0.4302,0.4274,0.5179,0.5244,0.6236,0.4637,0.351,0.402,0.2577,0.5034,0.4807,0.496,0.509,0.5746,0.3308,0.4575,0.2836,0.48,0.3371,0.501,0.6335,0.6689,0.477,0.5198,0.652,0.2917,0.1977,0.4386,0.37,0.4386,0.4805,0.4799,0.4106,0.4995,0.3305,0.4318,0.5195,0.4401,0.6421,0.3627,0.3292,0.6116,0.3222,0.3801,0.501,0.5741,0.5637,F
0.381,0.4089,0.1686,0.3687,0.1116,0.2271,0.2249,0.376,0.0847,0.2814,0.4066,0.1528,0.2477,0.2992,0.3059,0.2876,0.4904,0.1928,0.3042,0.2566,0.4594,0.5491,0.3319,0.4821,0.483,0.5043,0.36,0.5299,0.4884,0.4718,0.4928,0.3934,0.6031,0.4597,0.4642,0.5877,0.4012,0.4583,0.473,0.5179,0.3577,0.2935,0.4669,0.5532,0.6595,0.4373,0.5349,0.4824,0.5072,0.5368,0.3924,0.5061,0.4927,0.6937,0.48,0.535,0.501,0.4553,0.5014,0.4966,0.5181,0.4905,0.3835,0.4598,0.597,0.4697,0.434,0.5841,0.59,0.4226,0.5244,0.4686,0.5824,0.3926,0.2942,0.4913,0.4614,0.5888,0.4459,0.4487,0.4501,0.5562,0.3921,0.5007,F
0.4371,0.4335,0.1808,0.4343,0.092,0.2214,0.1987,0.376,0.2617,0.3118,0.4918,0.1603,0.2785,0.3988,0.3013,0.3497,0.2744,0.3407,0.2648,0.2172,0.5475,0.493,0.4035,0.5396,0.4945,0.5343,0.4114,0.5107,0.5226,0.5316,0.4715,0.374,0.5738,0.5481,0.4669,0.6359,0.38,0.4629,0.4746,0.5817,0.4075,0.4434,0.4106,0.3297,0.3964,0.4488,0.5492,0.4976,0.5194,0.5485,0.4481,0.4492,0.553,0.4974,0.48,0.5462,0.501,0.4742,0.5501,0.4966,0.5571,0.5218,0.2993,0.4533,0.5123,0.4216,0.4806,0.555,0.5621,0.4633,0.5247,0.5075,0.5321,0.4771,0.2973,0.5052,0.4518,0.4935,0.4156,0.497,0.503,0.5691,0.4477,0.4478,F
0.4448,0.5908,0.1044,0.333,0.3913,0.1545,0.3584,0.4549,0.2447,0.3118,0.3667,0.069,0.2339,0.3261,0.5098,0.4911,0.2126,0.1858,0.3042,0.3146,0.4875,0.5271,0.2399,0.4577,0.4552,0.4172,0.3962,0.4625,0.4859,0.4263,0.5469,0.4505,0.5402,0.4877,0.4764,0.6737,0.4295,0.4661,0.4746,0.3891,0.3488,0.3054,0.413,0.5528,0.673,0.354,0.6915,0.4794,0.5067,0.5886,0.4448,0.4143,0.3565,0.723,0.48,0.589,0.501,0.4865,0.4942,0.4966,0.5198,0.6487,0.2994,0.3642,0.5698,0.4697,0.3454,0.4058,0.4085,0.4527,0.4775,0.3874,0.5757,0.5313,0.3458,0.4924,0.4614,0.5038,0.4171,0.4847,0.4502,0.5647,0.4446,0.4849,F
0.381,0.5829,0.1243,0.2945,0.1116,0.2214,0.2155,0.376,0.2809,0.1624,0.5327,0.1267,0.1659,0.2992,0.2267,0.2698,0.217,0.1895,0.2525,0.4256,0.5523,0.4895,0.2914,0.4914,0.483,0.4792,0.4635,0.5438,0.5241,0.5382,0.4897,0.3834,0.5928,0.5524,0.5376,0.6841,0.388,0.4661,0.536,0.5179,0.4424,0.3998,0.3615,0.3984,0.4984,0.4488,0.5846,0.4953,0.5985,0.6161,0.4446,0.4776,0.4992,0.5503,0.48,0.5474,0.5389,0.455,0.5008,0.4966,0.5198,0.5419,0.3651,0.3101,0.5113,0.4697,0.4523,0.4278,0.4384,0.511,0.597,0.4745,0.6716,0.3812,0.2701,0.4848,0.5133,0.5198,0.4335,0.4487,0.5201,0.5902,0.4442,0.437,F
0.4942,0.1702,0.2406,0.3452,0.104,0.6007,0.5335,0.2293,0.1057,0.2139,0.7118,0.2623,0.0562,0.13,0.1175,0.3264,0.1633,0.0802,0.3208,0.3146,0.4954,0.5385,0.6511,0.4914,0.4595,0.4394,0.3559,0.3469,0.4204,0.4379,0.5617,0.4848,0.488,0.495,0.4353,0.4129,0.5107,0.4568,0.4199,0.5179,0.5252,0.355,0.6318,0.4744,0.4065,0.436,0.5574,0.4953,0.4316,0.4315,0.5432,0.4542,0.5067,0.4542,0.4777,0.5154,0.4042,0.5716,0.6129,0.4249,0.4523,0.4994,0.3651,0.3818,0.3613,0.4697,0.6564,0.834,0.8307,0.3946,0.4653,0.4446,0.5654,0.4771,0.3312,0.6421,0.4345,0.4885,0.5631,0.4406,0.4066,0.3998,0.5427,0.5481,C
0.381,0.2172,0.2085,0.3264,0.0738,0.1893,0.3584,0.3251,0.3373,0.3118,0.2349,0.3212,0.1594,0.2767,0.2267,0.5555,0.55,0.2275,0.4549,0.3407,0.4373,0.5762,0.4403,0.4165,0.483,0.4792,0.3665,0.3587,0.404,0.4229,0.549,0.4472,0.4675,0.495,0.3664,0.5286,0.4602,0.3288,0.4746,0.4783,0.5127,0.4827,0.4669,0.4353,0.4561,0.4488,0.5559,0.3898,0.5067,0.4421,0.4742,0.4039,0.5067,0.4274,0.415,0.4516,0.4141,0.5239,0.5501,0.4611,0.5198,0.5447,0.3651,0.4822,0.459,0.417,0.4815,0.7547,0.7543,0.3988,0.5118,0.335,0.4155,0.5823,0.4136,0.5923,0.4614,0.4284,0.5661,0.3313,0.4076,0.4524,0.474,0.6206,F
0.4216,0.1045,0.2309,0.432,0.1598,0.444,0.3584,0.376,0.0541,0.2659,0.2949,0.3661,0.2303,0.2992,0.1504,0.401,0.4179,0.3697,0.3831,0.3143,0.4954,0.6086,0.5279,0.4296,0.5115,0.4997,0.2746,0.4162,0.4407,0.437,0.5335,0.3949,0.5302,0.495,0.4642,0.4596,0.4284,0.4661,0.4746,0.4929,0.4533,0.3498,0.5326,0.5639,0.62,0.3795,0.4154,0.435,0.4554,0.48,0.4099,0.5176,0.5067,0.4974,0.5627,0.535,0.501,0.493,0.5501,0.3886,0.5198,0.5351,0.4281,0.4385,0.5488,0.4552,0.5704,0.8677,0.8719,0.306,0.4603,0.3905,0.3924,0.4341,0.3662,0.4916,0.4406,0.5743,0.5162,0.4487,0.4804,0.4989,0.4097,0.5657,F
0.2575,0.2128,0.2821,0.3998,0.488,0.2086,0.3804,0.376,0.1652,0.2866,0.3136,0.2237,0.1758,0.2992,0.2143,0.6464,0.5531,0,0.1671,0.3146,0.3517,0.6027,0.565,0.4062,0.4658,0.4239,0.3059,0.4625,0.4504,0.3434,0.4528,0.4719,0.5402,0.3519,0.4642,0.41,0.4885,0.4661,0.4746,0.3785,0.4424,0.2926,0.5212,0.5743,0.5872,0.403,0.5324,0.4953,0.5509,0.586,0.4381,0.4492,0.5067,0.5333,0.48,0.5484,0.4124,0.5847,0.5501,0.3379,0.5198,0.5351,0.4775,0.4246,0.5378,0.5038,0.5552,0.7629,0.7594,0.4527,0.5118,0.3762,0.43,0.7603,0.5931,0.5634,0.5033,0.4759,0.5455,0.4487,0.3931,0.5222,0.4379,0.5052,F
0.1448,0.4668,0.0952,0.3237,0.3841,0.0352,0.4739,0.3801,0.1115,0.3118,0.3691,0.5282,0.0593,0.2992,0.2789,0.3497,0.1723,0.1694,0.282,0.3943,0.6807,0.479,0.5571,0.541,0.3529,0.3804,0.674,0.4477,0.4116,0.5736,0.5611,0.6126,0.3837,0.495,0.4115,0.6299,0.6255,0.4661,0.4746,0.5179,0.5561,0.664,0.4669,0.376,0.4129,0.3548,0.4062,0.5119,0.5161,0.5048,0.6527,0.4492,0.4245,0.3772,0.3863,0.4302,0.501,0.5754,0.5972,0.4966,0.5198,0.5351,0.3651,0.3053,0.4484,0.4697,0.4123,0.5345,0.5255,0.4527,0.5118,0.4007,0.5321,0.4352,0.4136,0.5634,0.4136,0.3886,0.5869,0.3936,0.4232,0.4748,0.6527,0.543,F
0.3045,0.0755,0.4002,0.1702,0.1116,0.074,0.3584,0.376,0.1172,0.2711,0.3901,0.0529,0.6235,0.3846,0.2267,0.3497,0.2716,0,0.3558,0.3553,0.4954,0.4292,0.7413,0.5829,0.6855,0.4792,0.1432,0.4625,0.627,0.4777,0.2126,0.3179,0.5402,0.5354,0.626,0.5724,0.3098,0.6579,0.655,0.5179,0.246,0.1434,0.3693,0.4284,0.4581,0.7241,0.6053,0.4953,0.5067,0.7437,0.2911,0.4492,0.5067,0.4974,0.48,0.6666,0.6193,0.3579,0.3797,0.5004,0.6319,0.5351,0.3551,0.7355,0.5834,0.4697,0.5599,0.9219,0.906,0.5226,0.631,0.5734,0.5491,0.8328,0.5367,0.4055,0.6439,0.6667,0.3071,0.6716,0.5787,0.7036,0.2911,0.3034,F
0.381,0.6016,0,0.3211,0.1116,0.0621,0.3656,0.4874,0.1475,0.3118,0.5012,0.2661,0.1569,0.1613,0.1639,0.2733,0.2658,0.2986,0.3042,0.4967,0.5427,0.4872,0.4067,0.566,0.4728,0.4474,0.5783,0.4625,0.4666,0.475,0.4928,0.4853,0.5402,0.5429,0.5463,0.5803,0.5148,0.4661,0.4746,0.5705,0.4424,0.4186,0.3606,0.4432,0.5683,0.3697,0.4539,0.6019,0.6022,0.6006,0.5098,0.4696,0.4716,0.4974,0.4929,0.5524,0.5043,0.5239,0.5391,0.5493,0.5198,0.5702,0.2239,0.2191,0.519,0.385,0.384,0.6566,0.4087,0.4707,0.614,0.4169,0.6384,0.4771,0.4136,0.5253,0.5275,0.5225,0.5065,0.4487,0.4812,0.5753,0.5095,0.4846,C
0.3225,0.2768,0.2085,0.2773,0.0705,0.2864,0.3584,0.2071,0.191,0.3036,0.5295,0.2585,0.2339,0.2741,0.0929,0.3497,0.3135,0.1812,0.4106,0.3146,0.4954,0.4338,0.6197,0.4914,0.4923,0.5089,0.4306,0.426,0.4839,0.4933,0.4623,0.4297,0.5257,0.495,0.488,0.5156,0.4612,0.4661,0.5113,0.5973,0.4424,0.4824,0.4663,0.3183,0.3226,0.4488,0.4692,0.4953,0.5373,0.5457,0.4856,0.4604,0.5067,0.3265,0.4485,0.535,0.5144,0.5455,0.5541,0.5322,0.5198,0.4902,0.339,0.441,0.4377,0.5412,0.5744,0.7174,0.7138,0.4757,0.5118,0.4446,0.6059,0.4771,0.4718,0.5924,0.4996,0.4924,0.5302,0.4613,0.4611,0.5197,0.4853,0.4962,F
0.326,0.2694,0.323,0.4988,0.1116,0.1132,0.3016,0.3704,0.1793,0.5182,0.2751,0.2426,0.1908,0.3922,0.2267,0.3506,0.1846,0.0454,0.3042,0.317,0.6267,0.5271,0.62,0.5964,0.5441,0.4792,0.3585,0.4679,0.5032,0.5798,0.4194,0.403,0.5832,0.6275,0.5129,0.5949,0.4155,0.5344,0.5399,0.595,0.4338,0.5051,0.4091,0.3825,0.453,0.6017,0.5862,0.5727,0.5067,0.5715,0.4636,0.4926,0.595,0.4773,0.5443,0.5913,0.6121,0.4848,0.5501,0.6214,0.6182,0.5351,0.4616,0.5472,0.4797,0.5528,0.5084,0.718,0.729,0.4527,0.5882,0.5335,0.5352,0.5347,0.4136,0.4889,0.5124,0.5284,0.447,0.5062,0.5215,0.6128,0.4636,0.4424,F
0.381,0.2989,0.2641,0.3706,0.1371,0.2051,0.3584,0.2876,0.0928,0.5098,0.2153,0.335,0.4445,0.4568,0.129,0.4013,0.5377,0.1409,0.2348,0.3283,0.5444,0.4674,0.4874,0.5593,0.5019,0.5351,0.4632,0.4625,0.4965,0.5276,0.4037,0.4173,0.542,0.5447,0.4642,0.5325,0.4515,0.5183,0.5527,0.576,0.4447,0.5362,0.4054,0.3686,0.4325,0.5261,0.3219,0.5558,0.5709,0.5925,0.4348,0.4661,0.5795,0.39,0.4769,0.535,0.501,0.5239,0.5129,0.4966,0.6147,0.5351,0.3651,0.5543,0.6295,0.5457,0.5066,0.6566,0.6841,0.4949,0.5737,0.4993,0.5321,0.5239,0.4136,0.5013,0.4614,0.4823,0.5285,0.4487,0.4501,0.5846,0.4345,0.4689,F
0.3107,0.3486,0.2085,0.2894,0.1116,0.2338,0.2421,0.376,0.1994,0.2141,0.3258,0.1414,0.2339,0.2992,0.2216,0.5981,0.462,0.173,0.317,0.3146,0.377,0.5271,0.3714,0.4309,0.5155,0.497,0.3253,0.4703,0.4773,0.3951,0.466,0.3648,0.5402,0.495,0.4674,0.5661,0.3864,0.3895,0.4678,0.5179,0.3845,0.3602,0.4298,0.4711,0.563,0.4488,0.5467,0.4953,0.5067,0.5465,0.369,0.4563,0.4991,0.5812,0.4602,0.535,0.501,0.5059,0.5241,0.3896,0.5401,0.4723,0.3651,0.6598,0.6669,0.3826,0.455,0.6232,0.6295,0.4527,0.4772,0.4689,0.5321,0.4629,0.4136,0.5075,0.4691,0.4924,0.4597,0.4438,0.4736,0.5567,0.3686,0.5122,F
0.5226,0.343,0.2085,0.451,0.0874,0.2214,0.3773,0.5318,0.2071,0.2566,0.2585,0.2136,0.2203,0.2992,0.1973,0.3107,0.2057,0.0898,0.3042,0.3146,0.442,0.5965,0.419,0.4741,0.5194,0.444,0.3582,0.4698,0.42,0.3811,0.4887,0.4768,0.5402,0.495,0.5046,0.4686,0.4943,0.4962,0.4585,0.4844,0.3922,0.3274,0.4602,0.5656,0.6506,0.5068,0.604,0.4953,0.5067,0.542,0.4744,0.4738,0.469,0.6717,0.48,0.535,0.4483,0.4969,0.5582,0.4966,0.5198,0.5229,0.3615,0.4631,0.5496,0.4192,0.424,0.6499,0.6562,0.3975,0.5268,0.3965,0.4961,0.3518,0.4136,0.5123,0.491,0.4924,0.5017,0.4613,0.4353,0.5379,0.4743,0.5174,C
0.381,0.4907,0.2085,0.2766,0.1116,0.2214,0.3584,0.4329,0.1904,0.1835,0.4843,0.2005,0.2702,0.2084,0.1412,0.3921,0.1962,0,0.1927,0.3207,0.3756,0.602,0.4391,0.4914,0.4516,0.3865,0.4747,0.4655,0.408,0.338,0.4928,0.5198,0.5402,0.3758,0.4642,0.4246,0.5507,0.5041,0.4666,0.5179,0.3795,0.2603,0.4848,0.5815,0.6386,0.4607,0.5615,0.5286,0.5067,0.5566,0.5095,0.4492,0.394,0.624,0.4412,0.5388,0.501,0.5502,0.5849,0.4966,0.4736,0.591,0.3859,0.3815,0.5452,0.4078,0.4123,0.5183,0.5138,0.3786,0.5381,0.3682,0.5482,0.3931,0.3438,0.5788,0.4952,0.5052,0.5332,0.4409,0.4501,0.5399,0.5092,0.504,F
0.381,0.3165,0.2085,0.5729,0.1026,0.2214,0.3165,0.376,0.2829,0.3444,0.404,0.1008,0.2339,0.1955,0.3145,0.4047,0.2646,0.0904,0.1658,0.3461,0.4954,0.5474,0.4,0.4754,0.5217,0.4843,0.3024,0.4948,0.4786,0.4167,0.4736,0.4464,0.623,0.495,0.5027,0.5465,0.4421,0.4694,0.4896,0.4692,0.3876,0.3063,0.4669,0.5147,0.5589,0.4488,0.6537,0.4953,0.5067,0.5621,0.4521,0.4598,0.497,0.6139,0.5562,0.6446,0.501,0.5084,0.5501,0.4615,0.5198,0.5507,0.3003,0.3501,0.4636,0.5043,0.5373,0.6788,0.6881,0.4336,0.5127,0.4369,0.4868,0.5766,0.382,0.5274,0.4969,0.5336,0.4649,0.4981,0.4315,0.5191,0.4518,0.4709,F
0.3065,0.5261,0.1678,0.247,0.067,0.1289,0.3584,0.5343,0.068,0.341,0.3554,0.174,0.2656,0.2992,0.2396,0.3497,0.2804,0.0689,0.2755,0.5846,0.5362,0.4804,0.4008,0.4914,0.5081,0.4792,0.5124,0.561,0.4735,0.4895,0.4759,0.4765,0.5402,0.536,0.5495,0.611,0.4886,0.4661,0.5383,0.5179,0.4424,0.4668,0.3474,0.463,0.58,0.4488,0.5503,0.6354,0.6331,0.6273,0.4966,0.4743,0.4458,0.5827,0.48,0.5481,0.5802,0.4935,0.5342,0.4966,0.5725,0.5602,0.3651,0.3935,0.549,0.4494,0.378,0.4898,0.4923,0.4527,0.6258,0.4894,0.569,0.3575,0.4768,0.5175,0.5419,0.4924,0.5175,0.5423,0.4501,0.5705,0.4965,0.4613,F
0.1881,0.1749,0.3348,0.4271,0.1114,0.0143,0.4448,0.3086,0.249,0.6018,0.4064,0.388,0.2339,0.2992,0.2267,0.3634,0.3322,0,0.1832,0.3087,0.4954,0.426,0.4959,0.4914,0.483,0.5112,0.4015,0.4625,0.4757,0.5513,0.4233,0.4958,0.5386,0.6135,0.4642,0.5472,0.509,0.4661,0.5202,0.5277,0.459,0.4363,0.4876,0.4521,0.4549,0.682,0.3778,0.5558,0.5409,0.5184,0.4976,0.4492,0.5781,0.4974,0.48,0.5767,0.5846,0.5025,0.5501,0.4966,0.5592,0.501,0.4596,0.4752,0.4632,0.6826,0.6136,0.8246,0.8281,0.4527,0.5429,0.4939,0.5027,0.4771,0.4136,0.4921,0.4614,0.533,0.5208,0.4487,0.4701,0.5304,0.4975,0.4671,F
0.381,0.2054,0.2085,0.2701,0.0523,0,0.3584,0.376,0.2658,0.2766,0.2281,0.4317,0.2263,0.3925,0.2267,0.3497,0.4106,0.2421,0.4302,0.5908,0.6544,0.426,0.4632,0.6082,0.483,0.6011,0.3917,0.5333,0.51,0.5639,0.4045,0.4098,0.5402,0.6551,0.5445,0.6525,0.4254,0.5607,0.5102,0.6287,0.4007,0.4576,0.3916,0.3801,0.4541,0.3648,0.3753,0.4953,0.5067,0.5938,0.4068,0.5695,0.6,0.4611,0.5607,0.579,0.5331,0.4086,0.5501,0.6534,0.6334,0.4281,0.2884,0.4567,0.5398,0.5267,0.5194,0.7825,0.7819,0.5841,0.563,0.4446,0.5336,0.4683,0.4212,0.4207,0.5489,0.5821,0.4753,0.4701,0.4501,0.5687,0.4068,0.5046,C
0.1959,0.4249,0.3218,0.2737,0.0928,0.2214,0.3584,0.1753,0.0943,0.218,0.1327,0.2977,0.6018,0.0773,0.4715,0.3497,0.4369,0,0.0954,0.3333,0.3332,0.7391,0.2415,0.2302,0.2262,0.2709,0.5972,0.2841,0.2162,0.2878,0.7426,0.7322,0.5402,0.495,0.2086,0.4665,0.7113,0.201,0.4746,0.5179,0.6781,0.5589,0.7207,0.5859,0.5246,0.4488,0.7186,0.2411,0.2772,0.3212,0.7111,0.1724,0.1934,0.4755,0.2063,0.2878,0.265,0.5239,0.756,0.4966,0.5198,0.8441,0.3178,0.3776,0.3027,0.3156,0.262,0.6566,0.5543,0.4527,0.2187,0.1609,0.1673,0.4771,0.5033,0.8273,0.4614,0.2264,0.7653,0.4487,0.1741,0.2054,0.7108,0.7815,F
0.2576,0.1996,0.3351,0.36,0.061,0.1565,0.3584,0.376,0.124,0.5554,0.4007,0.2657,0.1649,0.5085,0.1723,0.3446,0.431,0.1412,0.3042,0.2192,0.4954,0.293,0.6606,0.6756,0.6205,0.6574,0.3338,0.5409,0.6109,0.7137,0.4928,0.2694,0.6079,0.7013,0.5719,0.7029,0.2915,0.5804,0.6259,0.5179,0.3984,0.5445,0.3351,0.2376,0.3148,0.5629,0.4165,0.6056,0.6063,0.6101,0.3498,0.5871,0.729,0.4974,0.5778,0.535,0.7057,0.4043,0.4408,0.7373,0.5198,0.5351,0.3651,0.6881,0.5675,0.632,0.6045,0.7814,0.7918,0.6858,0.6483,0.685,0.5321,0.5343,0.4136,0.4181,0.4614,0.4924,0.3778,0.5709,0.6501,0.6772,0.3497,0.3823,F
0.5149,0.3671,0.1974,0.4496,0.0732,0.266,0.5923,0.3839,0.1487,0.2149,0.2213,0.3689,0.4745,0.1829,0.3305,0.3497,0.1148,0.1129,0.1504,0.2128,0.4013,0.739,0.3603,0.4914,0.483,0.2966,0.5459,0.289,0.2392,0.3218,0.7177,0.7031,0.3506,0.495,0.4642,0.3956,0.7012,0.4661,0.2823,0.2968,0.6333,0.4716,0.4669,0.6,0.5628,0.4099,0.6656,0.4953,0.2901,0.305,0.7078,0.4492,0.2982,0.5616,0.48,0.4486,0.2995,0.6793,0.7394,0.3583,0.5198,0.7501,0.2973,0.3529,0.3379,0.3344,0.3131,0.6566,0.6218,0.3299,0.2855,0.4446,0.5321,0.3689,0.3098,0.7357,0.4614,0.4924,0.6796,0.4487,0.2383,0.2828,0.7075,0.7214,F
0.381,0.3874,0.2085,0.4803,0.1184,0.095,0.3584,0.3542,0.2406,0.3651,0.4843,0.1357,0.096,0.3947,0.1671,0.3158,0.3252,0.137,0.1826,0.4558,0.5712,0.5271,0.4798,0.6125,0.6025,0.5433,0.3621,0.6105,0.5657,0.507,0.3538,0.388,0.6853,0.5715,0.6366,0.5624,0.405,0.6331,0.6139,0.5179,0.301,0.3368,0.3263,0.3991,0.496,0.5934,0.4777,0.6604,0.6653,0.6677,0.4025,0.5465,0.5875,0.5674,0.48,0.535,0.501,0.4286,0.4151,0.584,0.6218,0.4552,0.3651,0.4348,0.5704,0.5608,0.5405,0.6128,0.6184,0.4527,0.6693,0.5779,0.7267,0.4498,0.457,0.442,0.6302,0.6018,0.4065,0.5879,0.5369,0.6568,0.4023,0.3641,C
0.381,0.3851,0.2085,0.4415,0.3247,0.2213,0.4162,0.3897,0.2267,0.3118,0.3477,0.1581,0.2339,0.2368,0.3495,0.3497,0.3105,0.0939,0.1669,0.3146,0.4954,0.5271,0.3979,0.4914,0.4262,0.3772,0.3651,0.4149,0.3929,0.3043,0.5835,0.537,0.5521,0.495,0.4126,0.4717,0.5326,0.3324,0.3692,0.3356,0.432,0.2519,0.5637,0.6231,0.658,0.3406,0.688,0.4953,0.4394,0.4832,0.5028,0.4492,0.347,0.6816,0.4522,0.581,0.3547,0.5685,0.5501,0.3424,0.3711,0.6516,0.3651,0.3679,0.5067,0.4697,0.4017,0.6566,0.5981,0.4527,0.5118,0.4446,0.4445,0.5505,0.2922,0.6026,0.4024,0.4924,0.5166,0.4098,0.3531,0.4534,0.5026,0.5756,F
0.381,0.1636,0.2569,0.3482,0,0.2316,0.4047,0.4372,0.254,0.2773,0.439,0.3692,0.1501,0.3241,0.1568,0.1917,0.5014,0.2142,0.3042,0.3146,0.4799,0.519,0.5097,0.4708,0.5029,0.4792,0.3733,0.4364,0.4337,0.4784,0.4954,0.4469,0.4928,0.4809,0.4345,0.4667,0.4717,0.4661,0.4746,0.5179,0.4424,0.4198,0.5366,0.4303,0.4309,0.4488,0.4336,0.4401,0.4317,0.4258,0.4851,0.4492,0.5604,0.4726,0.48,0.535,0.501,0.5065,0.5661,0.4966,0.5116,0.4577,0.3651,0.5493,0.487,0.5249,0.5487,0.6566,0.8206,0.4498,0.5118,0.4622,0.5321,0.4076,0.4136,0.5475,0.4334,0.5234,0.5322,0.4135,0.4501,0.4799,0.4849,0.5492,F
0.6637,0.4356,0.0855,0.6182,0.0247,0.2056,0.3327,0.4192,0.3256,0.3475,0.4081,0.1017,0.1066,0.2261,0.1671,0.3558,0.329,0.1141,0.1014,0.2784,0.3738,0.5271,0.3517,0.4364,0.483,0.3978,0.3714,0.4568,0.413,0.3165,0.5373,0.5018,0.6136,0.3744,0.4642,0.3797,0.5211,0.4432,0.4515,0.4549,0.4424,0.26,0.4834,0.5844,0.6573,0.5244,0.6115,0.4734,0.4866,0.5012,0.4948,0.4212,0.464,0.4974,0.5375,0.6509,0.4118,0.5474,0.5488,0.4966,0.421,0.5665,0.3892,0.325,0.518,0.4286,0.4469,0.6566,0.568,0.4527,0.5223,0.401,0.5321,0.3751,0.2707,0.5819,0.4862,0.531,0.5155,0.4515,0.4501,0.5262,0.4945,0.5156,F
0.381,0.3911,0.21,0.3975,0.1758,0.2214,0.3584,0.4427,0.2619,0.2753,0.3094,0.1665,0.2533,0.2832,0.2845,0.3529,0.3678,0.1808,0.2529,0.2767,0.4398,0.601,0.3935,0.4542,0.483,0.4792,0.3809,0.463,0.4412,0.4026,0.5184,0.4528,0.5723,0.4402,0.4471,0.5064,0.4604,0.4194,0.4458,0.4567,0.4424,0.361,0.4669,0.504,0.5736,0.4448,0.6026,0.4665,0.5067,0.5169,0.4687,0.4253,0.4523,0.4974,0.48,0.5554,0.501,0.5239,0.5501,0.4317,0.5198,0.5351,0.3972,0.451,0.5308,0.4034,0.4109,0.6566,0.5991,0.3911,0.4835,0.3927,0.5035,0.5087,0.3534,0.5519,0.437,0.492,0.4926,0.4374,0.4208,0.5403,0.4684,0.519,F
0.6455,0.6191,0.2001,0.4084,0.1116,0.1332,0.274,0.376,0.2813,0.1626,0.3363,0.0952,0.0998,0.2308,0.3909,0.1882,0.2716,0.356,0.166,0.3909,0.4954,0.5271,0.2368,0.4952,0.4409,0.4096,0.4623,0.4625,0.438,0.4409,0.5781,0.4628,0.5402,0.495,0.4517,0.535,0.457,0.444,0.4395,0.4677,0.4424,0.3942,0.419,0.48,0.595,0.4388,0.6582,0.4758,0.4977,0.5173,0.5179,0.3909,0.4059,0.631,0.48,0.5474,0.501,0.5204,0.5501,0.4966,0.5198,0.6395,0.3651,0.3339,0.4566,0.4697,0.2842,0.3781,0.3841,0.3936,0.5118,0.3754,0.607,0.4771,0.2488,0.5623,0.4215,0.4676,0.4746,0.461,0.4202,0.5672,0.5175,0.5136,F
